publication_number,speech,vision,nlp,kr,evo,ml,planning,hardware,comments,examiner_id
US-2009320269-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2010310548-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9539658-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2016105659-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2018157645-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-4232521-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2004151082-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2016088213-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,3
US-2018336266-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2014317429-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2013042969-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7552450-B1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,3
US-10012544-B2,not_AI,AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2002176427-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-9550313-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2015086374-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-6483297-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2007181276-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7700160-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2014368566-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-8894761-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-6079731-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9652973-B2,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2014342346-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2003093181-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2009132253-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2015379398-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-2003135176-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2015178095-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-2014204696-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2014149119-A1,AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-6127625-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-4420937-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2017076196-A1,AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,,3
US-5007949-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"claims converting signal to electrical pulses for ""controlling the movement of said support frame"", but I am unsure if this should be under the Control category since it does not appear to be ""adaptive control systems"" as per the definitions provided",3
US-8712758-B2,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-5566642-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5733773-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2016203118-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-2008093547-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2016353353-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2016137416-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-2014076572-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8871898-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8594761-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2018081730-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2007150430-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-5720263-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-4972457-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2015310112-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-2012009534-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Placed in Control category because of ""control valve"", unsure if it should be in AI-related control category",3
US-2013181551-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2011320396-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-2013073501-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-8161820-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2018275652-A1,not_AI,AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-6458328-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2018293806-A1,not_AI,AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2014330551-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2016210551-A1,AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2009275870-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7389618-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2009086019-A1,not_AI,AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-6516582-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-10053727-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-6375511-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2015269489-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-8775343-B2,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2006129392-A1,AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-4566006-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-4126470-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2014376804-A1,not_AI,AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-9132804-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2016268577-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2011058666-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,"Although the claim is directed to ""calling"", no speech-related features are identified in the claims",3
US-2002186481-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2016191062-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2004239504-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,,3
US-2004136066-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9401052-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2013139393-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this should be under Controls, it's more directed to machanical controls, not AI adaptive controls",3
US-2005159582-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2016103368-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7391725-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2016163726-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-6910005-B2,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-4058167-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2008127220-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2018036803-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2014163961-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2008200010-A1,AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2009192976-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2018113919-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2005203860-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2014006006-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-5604640-A,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,3
US-9036496-B2,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,3
US-2005201729-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-8709875-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-6246644-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7705217-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,"Some claims contain features that are similar to those of evolutionary computation (for example, recurrent selection, backcorssing, etc), but it appears that the claims are directed to actually modifying the genetic makeup of the crop",3
US-2018114064-A1,not_AI,AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-6346029-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-7649023-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8543407-B1,AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2005205712-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2011103861-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9606302-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9603100-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,Unsure if this should be under Controls; it's not really directed to AI-related controls,3
US-2013018835-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,AI,,3
US-7358365-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2011320178-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,3
US-2017267201-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7696525-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-6062126-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2014359499-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-4553243-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2005010889-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-5467883-A,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-5005015-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2007278541-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2007086230-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-6059949-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-4587264-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2016034825-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2012285274-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-6030091-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5194733-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2008016020-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-2014143194-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-8752011-B2,AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-4270801-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2008031960-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7975973-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8037928-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2018322390-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-2007272143-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-6865535-B2,AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2006155660-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2018080980-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2014270482-A1,not_AI,AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2008221879-A1,AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-9360753-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8461333-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2016144047-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2008005117-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-2014264291-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8700264-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2018008225-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2007213845-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2017109645-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2008023599-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this shold be in the Controls category, seems to be directed to machanical controls",3
US-5708093-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8879637-B2,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,3
US-2013018649-A1,AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-9852177-B1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-RE40723-E,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2013272275-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2013154968-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-5161279-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2003063540-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5812994-A,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-9930909-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2004229893-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2008069425-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,3
US-8429494-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2016284346-A1,AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2014235068-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this should be under Controls category, claims seem to be directed to mechanical controls",3
US-8594373-B2,not_AI,AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-4785105-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5883494-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2008070707-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5899029-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2007115021-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-9037524-B2,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-5287122-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7160473-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2005099805-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2018169078-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8626687-B2,not_AI,AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2014279798-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-9326906-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2010090528-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2015116908-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5354271-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-4493471-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-4461201-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2010167321-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7166669-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-10009640-B1,not_AI,AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2018032971-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2013224087-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2010145700-A1,AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2018331797-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-8669993-B2,not_AI,AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-2016004931-A1,not_AI,AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-5097510-A,AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-6511818-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8688643-B1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,3
US-7842527-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7489440-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2016345422-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-7797587-B2,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-8949302-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7588122-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2014297574-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-7328396-B2,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-2013138424-A1,AI,AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-8457747-B2,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-2012323833-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-9151491-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2012130714-A1,AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-5412256-A,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-2011136291-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2007061529-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5247553-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9361576-B2,AI,not_AI,not_AI,not_AI,not_AI,AI,AI,AI,,3
US-2015060083-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2016014582-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2018321317-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-4959305-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5173224-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,,3
US-2012099835-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,3
US-5975099-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2006215283-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2017109836-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-2016171367-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,3
US-2006068741-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2004039608-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-5077240-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2018238737-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9242170-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2015100947-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-2015047532-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-4804155-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2017002140-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2013220715-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9588656-B2,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,3
US-2015286192-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2010037834-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9827224-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2015356473-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2009252102-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2003021691-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8340055-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-4718346-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2007288015-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-4683633-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2018314964-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,3
US-2015095017-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-2018203748-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,3
US-6061673-A,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-2013178172-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9477136-B2,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-5348975-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9136002-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-9492802-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5202066-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-10113933-B2,not_AI,AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2009324958-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2011271174-A1,not_AI,AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-4927696-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2015253798-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-8359107-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2008121642-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2017312742-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2009214391-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2008276396-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9020907-B2,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-6458473-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5860365-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this should be in Controls, seems to be directed to mechanical controls",3
US-5837804-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5824305-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5912320-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
